,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
358171,2018010135438,520780.0,184230.0,-0.259655,51.544053,1,Slight,2,1,2018-09-27,Thursday,18:11,Brent,E09000005,5,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01000596,3,1,27/09/2018,27/09/2018,1,9,0,6,,1,0,0,0,0,,,6,Male,29,26 - 35,1586,1,0,1,1,,2,1,1,1,25,5,3,0,0,0,0,0,3,1,2,2018.0,010135438,E09000005,0.0,0.0,2.0,2018.0,010135438,1.0,5.0,0.0,4.0,2.0,-1,2018.0,010135438,2018,9,1,18
358174,2018010135449,539420.0,174500.0,0.00514,51.452325,1,Slight,2,1,2018-09-27,Thursday,20:35,Lewisham,E09000023,6,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003287,3,1,27/09/2018,27/09/2018,1,9,0,9,,6,0,0,0,0,,,6,Male,33,26 - 35,1997,2,6,9,1,,2,1,2,2,23,5,3,0,0,1,0,0,9,1,4,2018.0,010135449,E09000023,0.0,0.0,2.0,2018.0,010135449,7.0,7.0,0.0,1.0,1.0,-1,2018.0,010135449,2018,9,1,20
358176,2018010135451,520690.0,185110.0,-0.26065,51.551981,1,Slight,2,1,2018-09-27,Thursday,22:10,Brent,E09000005,3,406,3,40.0,6,2,4,4557,,,4,1,1,0,0,1,1,E01000603,3,1,27/09/2018,27/09/2018,1,3,0,18,,8,0,0,0,0,,,6,Male,17,16 - 20,124,1,8,1,1,,1,1,1,1,17,4,3,0,0,0,0,0,3,1,1,2018.0,010135451,E09000005,0.0,5.0,2.0,2018.0,010135451,5.0,5.0,0.0,1.0,1.0,-1,2018.0,010135451,2018,9,1,22
358177,2018010135452,530820.0,182930.0,-0.115434,51.530134,1,Slight,2,1,2018-09-27,Thursday,22:10,Islington,E09000019,3,501,2,20.0,7,2,3,501,,,4,1,1,0,0,1,1,E01002728,3,1,27/09/2018,27/09/2018,1,9,0,18,,1,0,0,0,0,,,6,Male,28,26 - 35,1968,2,4,3,1,,2,1,1,1,31,6,3,0,0,0,0,0,5,1,7,2018.0,010135452,E09000019,0.0,5.0,2.0,2018.0,010135452,7.0,3.0,0.0,4.0,2.0,-1,2018.0,010135452,2018,9,1,22
358181,2018010135466,507530.0,181970.0,-0.451341,51.526416,1,Slight,2,1,2018-09-27,Thursday,21:32,Hillingdon,E09000017,5,0,1,30.0,1,4,3,437,,,7,1,1,0,0,1,1,E01002549,3,1,27/09/2018,27/09/2018,1,9,0,10,,1,0,0,0,0,,,6,Male,33,26 - 35,2987,2,8,4,1,,1,1,2,1,26,6,3,0,0,1,0,0,9,1,7,2018.0,010135466,E09000017,0.0,0.0,2.0,2018.0,010135466,5.0,1.0,0.0,2.0,1.0,-1,2018.0,010135466,2018,9,1,21
358205,2018010135552,548420.0,188470.0,0.14045,51.575564,1,Serious,2,1,2018-11-09,Friday,20:30,Barking and Dagenham,E09000002,6,0,6,30.0,3,4,3,1112,,,4,9,9,9,9,1,2,E01000031,2,2,11/09/2018,11/09/2018,1,3,0,18,,8,5,99,0,0,,,6,Male,19,16 - 20,124,1,3,4,2,,1,1,1,1,19,4,2,0,0,0,0,0,3,2,4,2018.0,010135552,E09000002,0.0,0.0,2.0,2018.0,010135552,5.0,1.0,0.0,4.0,1.0,-1,2018.0,010135552,2018,11,2,20
358208,2018010135562,534100.0,166270.0,-0.074487,51.379649,1,Slight,2,2,2018-09-27,Thursday,19:40,Croydon,E09000008,3,222,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01000983,3,1,27/09/2018,27/09/2018,1,9,0,9,,1,0,0,0,0,,,6,Male,27,26 - 35,1360,1,12,3,1,,1,1,2,1,14,3,3,0,0,2,0,0,9,1,2,2018.0,010135562,E09000008,0.0,1.0,2.0,2018.0,010135562,6.0,2.0,0.0,3.0,1.0,-1,2018.0,010135562,2018,9,2,19
358214,2018010135584,528350.0,182090.0,-0.151328,51.523152,1,Slight,3,2,2018-09-27,Thursday,20:15,Westminster,E09000033,3,501,3,30.0,3,2,3,501,,,4,1,1,0,0,1,1,E01004717,3,1,27/09/2018,27/09/2018,1,9,0,18,,1,0,0,0,0,,,6,Male,23,21 - 25,2143,2,2,7,1,,2,1,2,1,33,6,3,0,0,2,0,0,8,1,9,2018.0,010135584,E09000033,0.0,0.0,2.0,2018.0,010135584,7.0,3.0,0.0,1.0,1.0,-1,2018.0,010135584,2018,9,2,20
358230,2018010135647,525460.0,184780.0,-0.192005,51.547976,1,Slight,2,1,2018-09-28,Friday,19:55,Camden,E09000007,4,520,6,20.0,8,4,6,0,,,4,1,1,0,0,1,1,E01000973,3,1,28/09/2018,28/09/2018,1,9,0,9,,1,0,0,0,0,,,1,Male,32,26 - 35,1497,8,0,4,1,,2,1,1,1,38,7,3,0,0,0,0,0,3,1,2,2018.0,010135647,E09000007,2.0,4.0,2.0,2018.0,010135647,1.0,5.0,0.0,3.0,1.0,-1,2018.0,010135647,2018,9,1,19
358233,2018010135650,530240.0,188600.0,-0.121693,51.581223,1,Slight,2,1,2018-09-28,Friday,19:18,Haringey,E09000014,3,103,3,20.0,6,4,6,0,,,4,1,1,0,0,1,1,E01001990,3,1,28/09/2018,28/09/2018,1,3,0,18,,1,5,0,0,0,,,6,Male,31,26 - 35,-1,-1,-1,4,1,,1,1,1,1,31,6,3,0,0,0,0,0,3,1,4,2018.0,010135650,E09000014,0.0,0.0,2.0,2018.0,010135650,3.0,7.0,0.0,4.0,1.0,-1,2018.0,010135650,2018,9,1,19
358236,2018010135654,530810.0,191530.0,-0.11238,51.607421,1,Slight,2,1,2018-09-28,Friday,18:40,Haringey,E09000014,6,0,6,20.0,3,4,6,0,,,1,1,1,0,0,1,1,E01001975,3,1,28/09/2018,28/09/2018,1,3,0,18,,1,0,0,0,0,,,1,Male,31,26 - 35,125,1,3,3,1,,1,1,1,1,31,6,3,0,0,0,0,0,3,1,3,2018.0,010135654,E09000014,0.0,0.0,2.0,2018.0,010135654,1.0,3.0,0.0,1.0,1.0,-1,2018.0,010135654,2018,9,1,18
358237,2018010135655,550640.0,178450.0,0.16818,51.484945,1,Serious,2,3,2018-09-28,Friday,18:45,Bexley,E09000004,6,0,2,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01000405,2,2,28/09/2018,28/09/2018,1,9,0,18,,8,0,0,0,0,,,1,Male,29,26 - 35,-1,-1,-1,2,1,,2,1,1,1,22,5,3,0,0,0,0,0,9,1,4,2018.0,010135655,E09000004,0.0,0.0,2.0,2018.0,010135655,6.0,2.0,0.0,1.0,1.0,-1,2018.0,010135655,2018,9,6,18
358241,2018010135663,542860.0,190650.0,0.061158,51.596587,1,Slight,3,1,2018-09-28,Friday,18:30,Redbridge,E09000026,6,0,6,30.0,9,4,6,0,,,5,1,1,0,0,1,1,E01003708,3,1,28/09/2018,28/09/2018,1,9,0,18,,1,0,0,0,0,,,6,Female,33,26 - 35,1910,2,9,3,1,,1,1,1,2,33,6,3,0,0,0,0,0,9,1,3,2018.0,010135663,E09000026,0.0,0.0,2.0,2018.0,010135663,5.0,1.0,0.0,2.0,2.0,-1,2018.0,010135663,2018,9,1,18
358244,2018010135672,514340.0,188280.0,-0.351166,51.581793,1,Slight,2,4,2018-09-28,Friday,21:10,Harrow,E09000015,3,404,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01002160,3,1,28/09/2018,28/09/2018,1,9,0,18,,1,0,0,0,0,,,2,Male,35,26 - 35,1198,1,13,-1,-1,,2,1,1,1,48,8,3,0,0,0,0,0,9,-1,-1,2018.0,010135672,E09000015,0.0,0.0,2.0,2018.0,010135672,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010135672,2018,9,4,21
358246,2018010135674,525900.0,185230.0,-0.185501,51.551922,1,Slight,2,3,2018-09-28,Friday,19:19,Camden,E09000007,3,41,3,30.0,9,4,6,0,,,5,4,1,0,0,1,1,E01000969,3,1,28/09/2018,28/09/2018,1,9,0,17,,2,0,0,0,0,,,6,Male,27,26 - 35,1995,1,10,6,1,,1,1,1,1,27,6,3,0,0,0,0,0,9,1,6,2018.0,010135674,E09000007,0.0,8.0,2.0,2018.0,010135674,5.0,1.0,0.0,1.0,1.0,-1,2018.0,010135674,2018,9,3,19
358248,2018010135677,536550.0,187310.0,-0.03118,51.568138,1,Slight,2,1,2018-09-28,Friday,20:54,Waltham Forest,E09000031,3,104,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01004422,3,1,28/09/2018,28/09/2018,1,9,0,9,,1,0,0,0,0,,,6,Male,28,26 - 35,-1,-1,-1,-1,-1,,2,1,1,1,43,7,3,0,0,0,0,0,1,1,8,2018.0,010135677,E09000031,0.0,0.0,2.0,2018.0,010135677,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010135677,2018,9,1,20
358250,2018010135684,531860.0,187970.0,-0.098562,51.575185,1,Slight,2,1,2018-09-28,Friday,21:03,Haringey,E09000014,3,105,6,20.0,9,2,4,150,,,4,1,1,0,0,1,1,E01002002,3,1,28/09/2018,28/09/2018,1,3,0,18,,1,0,0,0,0,,,6,Male,31,26 - 35,125,1,2,6,1,,1,1,1,1,31,6,3,0,0,0,0,0,3,1,6,2018.0,010135684,E09000014,0.0,0.0,2.0,2018.0,010135684,5.0,1.0,0.0,1.0,1.0,-1,2018.0,010135684,2018,9,1,21
358256,2018010135693,532600.0,178400.0,-0.09149,51.48901,1,Slight,2,1,2018-09-28,Friday,21:15,Southwark,E09000028,6,0,6,20.0,6,4,6,0,,,4,1,1,0,0,1,1,E01003963,3,1,28/09/2018,28/09/2018,1,3,0,18,,1,0,0,0,0,,,1,Male,29,26 - 35,108,1,6,3,1,,1,1,1,1,29,6,3,0,0,0,0,0,3,1,3,2018.0,010135693,E09000028,0.0,0.0,2.0,2018.0,010135693,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010135693,2018,9,1,21
358261,2018010135703,526130.0,167190.0,-0.188619,51.389742,1,Slight,2,1,2018-09-28,Friday,21:00,Merton,E09000024,3,297,3,40.0,6,4,5,0,,,4,1,1,0,0,1,1,E01003438,3,1,28/09/2018,28/09/2018,1,4,0,18,,1,0,0,0,0,,,6,Male,25,21 - 25,250,1,30,7,1,,1,1,1,1,25,5,3,0,0,0,0,0,4,1,7,2018.0,010135703,E09000024,0.0,5.0,2.0,2018.0,010135703,5.0,1.0,0.0,1.0,1.0,-1,2018.0,010135703,2018,9,1,21
358262,2018010135709,528100.0,181390.0,-0.155184,51.516918,1,Slight,2,1,2018-09-28,Friday,23:10,Westminster,E09000033,3,41,2,20.0,3,4,6,0,,,4,1,1,0,0,1,1,E01004714,3,1,28/09/2018,28/09/2018,1,8,0,18,,2,0,0,0,0,,,6,Male,31,26 - 35,1956,2,4,4,1,,2,1,1,1,29,6,3,0,0,0,0,0,3,1,5,2018.0,010135709,E09000033,0.0,0.0,2.0,2018.0,010135709,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010135709,2018,9,1,23
358265,2018010135714,520040.0,178260.0,-0.272353,51.490555,1,Slight,2,5,2018-09-29,Saturday,00:59,Hounslow,E09000018,3,3000,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01002687,3,1,29/09/2018,29/09/2018,1,8,0,18,,8,0,0,0,0,,,1,Male,31,26 - 35,1997,2,7,2,1,,1,1,1,1,31,6,3,0,0,0,0,0,8,1,2,2018.0,010135714,E09000018,0.0,0.0,2.0,2018.0,010135714,7.0,3.0,0.0,1.0,1.0,-1,2018.0,010135714,2018,9,5,0
358269,2018010135721,520400.0,177930.0,-0.267283,51.487512,1,Serious,2,1,2018-09-28,Friday,23:05,Hounslow,E09000018,3,4,3,40.0,6,2,3,4,,,4,1,1,0,0,1,1,E01002577,2,2,28/09/2018,28/09/2018,1,8,0,5,,1,0,0,0,0,,,1,Male,32,26 - 35,-1,-1,-1,3,1,,2,1,1,1,21,5,2,0,0,0,0,0,3,1,7,2018.0,010135721,E09000018,0.0,5.0,2.0,2018.0,010135721,0.0,2.0,0.0,3.0,1.0,-1,2018.0,010135721,2018,9,2,23
358312,2018010135840,535380.0,180780.0,-0.05056,51.509739,1,Serious,2,1,2018-09-29,Saturday,18:35,Tower Hamlets,E09000030,3,1203,3,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01004303,2,2,29/09/2018,29/09/2018,1,9,0,6,,0,0,0,0,0,,,6,Male,27,26 - 35,1242,1,14,4,1,,2,1,1,1,44,7,2,0,0,0,0,0,3,1,2,2018.0,010135840,E09000030,0.0,4.0,2.0,2018.0,010135840,3.0,7.0,0.0,3.0,1.0,-1,2018.0,010135840,2018,9,2,18
358319,2018010135868,530570.0,159870.0,-0.127527,51.322954,1,Slight,2,1,2018-09-29,Saturday,18:00,Croydon,E09000008,6,0,6,20.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01001067,3,1,29/09/2018,29/09/2018,1,9,0,3,,0,0,0,0,0,,,6,Female,34,26 - 35,1242,1,9,8,1,,1,1,1,2,34,6,3,0,0,0,0,0,9,1,8,2018.0,010135868,E09000008,0.0,0.0,2.0,2018.0,010135868,1.0,5.0,0.0,2.0,1.0,-1,2018.0,010135868,2018,9,1,18
358325,2018010135879,537440.0,191030.0,-0.016893,51.601349,1,Slight,2,1,2018-09-29,Saturday,18:46,Waltham Forest,E09000031,3,112,9,30.0,1,2,3,406,,,1,1,1,9,9,1,2,E01004455,3,1,29/09/2018,29/09/2018,1,9,0,99,,9,9,99,9,99,,,6,Male,35,26 - 35,1997,2,8,5,1,,1,1,1,1,35,6,3,0,0,0,0,0,9,1,5,2018.0,010135879,E09000031,0.0,5.0,2.0,2018.0,010135879,9.0,9.0,99.0,9.0,9.0,-1,2018.0,010135879,2018,9,1,18
358326,2018010135881,520750.0,189630.0,-0.258232,51.592591,1,Slight,4,1,2018-09-29,Saturday,21:15,Barnet,E09000003,3,5,6,30.0,3,2,6,0,,,4,1,1,0,0,1,1,E01000588,3,1,29/09/2018,29/09/2018,1,3,0,18,,2,0,0,0,0,,,6,Male,26,26 - 35,108,1,6,5,1,,1,1,1,1,26,6,3,0,0,0,0,0,3,1,5,2018.0,010135881,E09000003,0.0,5.0,2.0,2018.0,010135881,5.0,1.0,0.0,2.0,1.0,-1,2018.0,010135881,2018,9,1,21
358329,2018010135887,531600.0,168100.0,-0.109711,51.39668,1,Slight,2,1,2018-09-29,Saturday,19:15,Croydon,E09000008,6,0,6,20.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000999,3,1,29/09/2018,29/09/2018,1,9,0,5,,0,0,4,0,0,,,6,Male,23,21 - 25,1388,1,15,5,1,,1,1,1,1,23,5,3,0,0,0,0,0,9,1,5,2018.0,010135887,E09000008,0.0,0.0,2.0,2018.0,010135887,1.0,5.0,0.0,1.0,1.0,-1,2018.0,010135887,2018,9,1,19
358331,2018010135892,519870.0,180250.0,-0.274125,51.508476,1,Slight,2,1,2018-09-30,Sunday,00:25,Ealing,E09000009,3,4000,6,30.0,1,4,3,4020,,,4,1,1,0,0,1,1,E01001202,3,1,30/09/2018,30/09/2018,1,9,0,7,,1,0,0,0,0,,,6,Female,35,26 - 35,2179,2,5,-1,-1,,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1,2018.0,010135892,E09000009,0.0,5.0,2.0,2018.0,010135892,1.0,5.0,0.0,4.0,1.0,-1,2018.0,010135892,2018,9,1,0
358333,2018010135898,529670.0,182520.0,-0.132154,51.526715,1,Serious,1,1,2018-09-30,Sunday,01:50,Camden,E09000007,3,501,3,30.0,3,2,5,0,,,4,1,1,0,0,1,1,E01000852,2,2,30/09/2018,30/09/2018,1,9,0,18,,8,0,0,0,0,,,6,Female,19,16 - 20,1242,1,14,3,1,,1,1,3,2,25,5,2,4,3,0,0,2,0,1,5,2018.0,010135898,E09000007,0.0,5.0,2.0,2018.0,010135898,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010135898,2018,9,2,1
358335,2018010135902,530340.0,183290.0,-0.122217,51.533481,1,Slight,1,2,2018-09-30,Sunday,20:35,Camden,E09000007,3,5200,6,20.0,7,2,5,0,,,4,1,1,0,0,1,1,E01002711,3,1,30/09/2018,30/09/2018,1,9,0,7,,8,0,10,0,0,,,6,Not known,17,16 - 20,999,1,1,-1,-1,,1,1,2,2,24,5,3,0,0,2,0,0,9,1,1,2018.0,010135902,E09000007,0.0,5.0,2.0,2018.0,010135902,1.0,5.0,0.0,1.0,1.0,-1,2018.0,010135902,2018,9,2,20
358336,2018010135903,530690.0,161990.0,-0.125028,51.34198,1,Serious,3,1,2018-09-30,Sunday,01:42,Croydon,E09000008,4,272,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01001092,2,2,30/09/2018,30/09/2018,1,9,0,16,,0,0,0,0,0,,,6,Male,27,26 - 35,2998,1,1,4,1,,2,1,1,1,59,9,2,0,0,0,0,0,9,1,9,2018.0,010135903,E09000008,0.0,0.0,2.0,2018.0,010135903,1.0,5.0,0.0,1.0,1.0,-1,2018.0,010135903,2018,9,2,1
358338,2018010135906,532240.0,184040.0,-0.094558,51.539779,1,Serious,2,2,2018-09-30,Sunday,03:41,Islington,E09000019,3,1200,6,20.0,3,4,6,0,,,4,1,1,0,0,1,1,E01002797,2,2,30/09/2018,30/09/2018,1,9,0,18,,1,0,0,0,0,,,6,Male,28,26 - 35,998,1,17,4,1,,1,1,1,1,28,6,2,0,0,0,0,0,9,1,4,2018.0,010135906,E09000019,0.0,0.0,2.0,2018.0,010135906,5.0,1.0,0.0,1.0,1.0,-1,2018.0,010135906,2018,9,4,3
358339,2018010135908,538390.0,185750.0,-0.005262,51.553672,1,Serious,1,1,2018-09-30,Sunday,02:40,Waltham Forest,E09000031,3,112,3,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01004336,2,2,30/09/2018,30/09/2018,1,9,0,18,,0,0,0,1,4,,,6,Male,25,21 - 25,999,1,0,2,1,,1,1,2,2,20,4,2,0,0,1,0,0,9,1,8,2018.0,010135908,E09000031,0.0,0.0,2.0,2018.0,010135908,1.0,5.0,9.0,1.0,1.0,-1,2018.0,010135908,2018,9,2,2
358341,2018010135910,545300.0,176080.0,0.090354,51.465045,1,Slight,2,2,2018-09-30,Sunday,04:15,Bexley,E09000004,3,207,6,30.0,0,-1,-1,-1,,,4,1,1,3,2,1,1,E01000395,3,1,30/09/2018,30/09/2018,1,9,0,18,,0,0,7,0,0,,,6,Male,19,16 - 20,1461,2,3,10,1,,1,1,1,1,19,4,3,0,0,0,0,0,9,1,10,2018.0,010135910,E09000004,0.0,8.0,2.0,2018.0,010135910,7.0,3.0,0.0,1.0,1.0,-1,2018.0,010135910,2018,9,2,4
358344,2018010135913,521010.0,189320.0,-0.254587,51.589749,1,Serious,2,1,2018-09-30,Sunday,03:00,Barnet,E09000003,3,5,6,30.0,3,4,5,0,,,4,1,1,0,0,1,1,E01000516,2,2,30/09/2018,30/09/2018,1,9,0,9,,1,0,0,0,0,,,6,Male,26,26 - 35,1797,8,5,-1,-1,,2,1,1,1,28,6,2,0,0,0,0,0,3,-1,-1,2018.0,010135913,E09000003,0.0,0.0,2.0,2018.0,010135913,5.0,3.0,0.0,1.0,1.0,-1,2018.0,010135913,2018,9,2,3
358355,2018010135952,547150.0,192140.0,0.123674,51.608872,1,Slight,2,1,2018-09-29,Saturday,21:35,Redbridge,E09000026,6,0,2,30.0,3,2,6,0,,,4,1,1,0,0,1,2,E01003726,3,1,29/09/2018,29/09/2018,1,9,0,99,,9,9,99,9,99,,,2,Female,21,21 - 25,999,1,7,3,1,,1,1,1,2,21,5,3,0,0,0,0,0,9,1,3,2018.0,010135952,E09000026,0.0,5.0,2.0,2018.0,010135952,9.0,9.0,99.0,2.0,9.0,-1,2018.0,010135952,2018,9,1,21
358371,2018010135998,530210.0,177820.0,-0.126109,51.484353,1,Slight,2,1,2018-09-30,Sunday,04:05,Lambeth,E09000022,3,3036,2,30.0,5,2,3,3036,,,4,1,1,0,0,1,2,E01033207,3,1,30/09/2018,30/09/2018,1,9,0,99,,9,9,99,9,99,,,6,Male,23,21 - 25,2143,2,2,3,1,,1,1,1,1,23,5,3,0,0,0,0,0,9,1,3,2018.0,010135998,E09000022,9.0,9.0,2.0,2018.0,010135998,9.0,9.0,99.0,2.0,9.0,-1,2018.0,010135998,2018,9,1,4
358374,2018010136010,515960.0,184370.0,-0.329084,51.54632,1,Slight,2,2,2018-09-29,Saturday,18:34,Ealing,E09000009,5,0,9,30.0,0,-1,-1,-1,,,1,8,1,0,0,1,2,E01001307,3,1,29/09/2018,29/09/2018,1,9,0,99,,0,9,99,9,99,,,6,Female,26,26 - 35,939,1,3,4,1,,1,1,1,2,26,6,3,0,0,0,0,0,9,1,4,2018.0,010136010,E09000009,0.0,0.0,2.0,2018.0,010136010,9.0,9.0,99.0,1.0,9.0,-1,2018.0,010136010,2018,9,2,18
358385,2018010136032,525830.0,181310.0,-0.187911,51.516708,1,Slight,2,1,2018-09-30,Sunday,18:42,Westminster,E09000033,4,411,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01004652,3,1,30/09/2018,30/09/2018,1,9,0,6,,0,0,0,0,0,,,6,Female,25,21 - 25,1461,2,1,7,1,,2,1,1,1,27,6,3,0,0,0,0,0,3,1,4,2018.0,010136032,E09000033,0.0,5.0,2.0,2018.0,010136032,1.0,1.0,0.0,0.0,1.0,-1,2018.0,010136032,2018,9,1,18
358387,2018010136037,544710.0,178900.0,0.083021,51.490536,1,Slight,2,1,2018-09-30,Sunday,20:38,Greenwich,E09000011,3,206,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01001631,3,1,30/09/2018,30/09/2018,1,9,0,18,,2,0,0,0,0,,,6,Male,33,26 - 35,1242,1,12,5,1,,2,1,1,1,26,6,3,0,0,0,0,0,9,1,3,2018.0,010136037,E09000011,2.0,0.0,2.0,2018.0,010136037,7.0,3.0,0.0,3.0,1.0,-1,2018.0,010136037,2018,9,1,20
358397,2018010136072,533670.0,189000.0,-0.072068,51.584014,1,Slight,3,1,2018-01-10,Wednesday,00:16,Haringey,E09000014,3,10,3,20.0,7,2,3,503,,,4,1,1,0,0,1,1,E01002069,3,1,01/10/2018,01/10/2018,1,9,0,3,,1,0,0,0,0,,,6,Male,30,26 - 35,1781,1,17,3,1,,2,1,1,1,57,9,3,0,0,0,0,0,9,1,3,2018.0,010136072,E09000014,0.0,5.0,2.0,2018.0,010136072,1.0,5.0,0.0,3.0,1.0,-1,2018.0,010136072,2018,1,1,0
358408,2018010136111,543150.0,179210.0,0.060692,51.493718,1,Slight,2,2,2018-08-25,Saturday,19:00,Greenwich,E09000011,3,2204,1,30.0,1,4,3,2204,,,1,9,9,0,9,1,2,E01033737,3,1,25/08/2018,25/08/2018,1,9,9,99,,3,9,0,0,0,,,6,Male,29,26 - 35,2993,2,7,4,1,,1,1,1,1,29,6,3,0,0,0,0,0,9,1,4,2018.0,010136111,E09000011,9.0,9.0,2.0,2018.0,010136111,9.0,9.0,99.0,2.0,9.0,-1,2018.0,010136111,2018,8,2,19
358426,2018010136151,542750.0,179090.0,0.054885,51.492741,1,Slight,2,1,2018-09-13,Thursday,00:01,Greenwich,E09000011,3,206,9,30.0,99,9,6,0,,,1,9,9,9,9,1,2,E01001712,3,1,13/09/2018,13/09/2018,1,9,9,3,,9,9,0,0,0,,,6,Female,21,21 - 25,998,1,16,9,1,,1,1,2,2,23,5,3,0,0,1,0,0,9,1,10,2018.0,010136151,E09000011,9.0,9.0,2.0,2018.0,010136151,9.0,9.0,0.0,2.0,9.0,-1,2018.0,010136151,2018,9,1,0
358431,2018010136166,537300.0,176930.0,-0.024408,51.474679,1,Slight,2,2,2018-09-25,Tuesday,22:00,Lewisham,E09000023,3,2,3,30.0,6,2,3,2210,,,7,1,1,0,0,1,2,E01003207,3,1,25/09/2018,25/09/2018,1,9,0,99,,9,9,99,9,99,,,6,Female,22,21 - 25,1399,1,2,8,1,,1,1,1,2,22,5,3,0,0,0,0,0,9,1,8,2018.0,010136166,E09000023,0.0,5.0,2.0,2018.0,010136166,9.0,9.0,99.0,9.0,9.0,-1,2018.0,010136166,2018,9,2,22
358450,2018010136228,522460.0,167510.0,-0.241228,51.393421,1,Slight,2,1,2018-01-10,Wednesday,19:40,Merton,E09000024,5,0,6,30.0,3,3,5,0,,,4,1,1,0,0,1,1,E01003469,3,1,01/10/2018,01/10/2018,1,90,0,7,,5,0,0,1,0,,,1,Male,32,26 - 35,-1,-1,-1,4,1,,2,1,1,1,25,5,3,0,0,0,0,0,1,1,8,2018.0,010136228,E09000024,0.0,0.0,2.0,2018.0,010136228,5.0,2.0,0.0,1.0,1.0,-1,2018.0,010136228,2018,1,1,19
358453,2018010136236,537230.0,192750.0,-0.019251,51.616856,1,Slight,1,1,2018-01-10,Wednesday,18:36,Waltham Forest,E09000031,3,1009,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01004452,3,1,01/10/2018,01/10/2018,1,9,0,18,,0,0,0,0,0,,,6,Male,27,26 - 35,1984,1,0,4,1,,1,1,3,2,11,3,3,5,4,0,0,2,0,1,3,2018.0,010136236,E09000031,0.0,0.0,2.0,2018.0,010136236,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010136236,2018,1,1,18
358461,2018010136259,545210.0,191570.0,0.095442,51.604254,1,Slight,1,1,2018-01-10,Wednesday,20:22,Redbridge,E09000026,5,0,6,30.0,8,4,6,0,,,4,1,1,0,0,1,1,E01003699,3,1,01/10/2018,01/10/2018,1,9,0,9,,5,0,0,0,0,,,6,Male,18,16 - 20,1461,2,7,6,1,,1,1,3,1,36,7,3,5,1,0,0,2,0,1,3,2018.0,010136259,E09000026,0.0,8.0,2.0,2018.0,010136259,3.0,1.0,0.0,1.0,1.0,-1,2018.0,010136259,2018,1,1,20
